f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,label,source_type,source_file,frame_index,auto_label,needs_review,batch_id,scenario
0.0,0.0,0.0,0.0,0.0,1.0,0.28442537784576416,0.390380859375,-0.13125,0.4791666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,EXPLORE,real_media,g_batchG_table_finances_closeup_360p.mp4,152,EXPLORE,1,batch_G_real,table_focus_clutter
0.0,0.0,0.0,0.0,0.0,1.0,0.26484590768814087,0.25712239583333335,0.13125,0.4708333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,EXPLORE,real_media,g_batchG_table_finances_closeup_360p.mp4,160,EXPLORE,1,batch_G_real,table_focus_clutter
0.0,0.0,0.0,0.0,0.0,1.0,0.3130148947238922,0.39211588541666664,-0.128125,0.48333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.25056585669517517,0.28921875,-0.03125,-0.05416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,EXPLORE,real_media,g_batchG_table_finances_closeup_360p.mp4,168,EXPLORE,1,batch_G_real,table_focus_clutter
0.0,0.0,0.0,0.0,0.0,1.0,0.3025265634059906,0.3916796875,-0.140625,0.49166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,EXPLORE,real_media,g_batchG_table_finances_closeup_360p.mp4,176,EXPLORE,1,batch_G_real,table_focus_clutter
0.0,0.0,0.0,0.0,0.0,1.0,0.38045379519462585,0.38696614583333333,-0.1625,0.49166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,EXPLORE,real_media,g_batchG_table_finances_closeup_360p.mp4,184,EXPLORE,1,batch_G_real,table_focus_clutter
0.0,0.0,0.0,0.0,0.0,1.0,0.3968364894390106,0.38128255208333334,-0.121875,0.48333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,EXPLORE,real_media,g_batchG_table_finances_closeup_360p.mp4,192,EXPLORE,1,batch_G_real,table_focus_clutter
0.0,0.0,0.0,0.0,0.0,1.0,0.3844883441925049,0.367138671875,-0.109375,0.48333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,EXPLORE,real_media,g_batchG_table_finances_closeup_360p.mp4,200,EXPLORE,1,batch_G_real,table_focus_clutter
0.0,0.0,0.0,0.0,0.0,1.0,0.338023841381073,0.3745703125,-0.103125,0.48333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,EXPLORE,real_media,g_batchG_table_finances_closeup_360p.mp4,208,EXPLORE,1,batch_G_real,table_focus_clutter
0.0,0.0,0.0,0.0,0.0,1.0,0.33810073137283325,0.38416015625,-0.134375,0.48333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.41167110204696655,0.16812825520833333,-0.4125,-0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,EXPLORE,real_media,g_batchG_table_finances_closeup_360p.mp4,216,EXPLORE,1,batch_G_real,table_focus_clutter
1.0,0.0,0.0,0.0,0.0,0.0,0.29480433464050293,0.3478125,-0.41875,-0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.3945862948894501,0.36953125,-0.103125,0.48333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,AVOID_PERSON,real_media,g_batchG_table_finances_closeup_360p.mp4,224,AVOID_PERSON,1,batch_G_real,table_focus_clutter
