f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,label,source_type
0.0,1.0,0.0,0.0,0.0,0.0,0.8355430364608765,0.04392252489924431,0.05937499925494194,-0.6333333253860474,0.0,1.0,0.0,0.0,0.0,0.0,0.4248752295970917,0.06653645634651184,-0.78125,-0.6541666388511658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666865348816,0.0,1.0,0.0,0.0,0.0,0.0,MOVE_TO_CHAIR,autolabel_video
0.0,1.0,0.0,0.0,0.0,0.0,0.7294836044311523,0.05083984509110451,0.05312500149011612,-0.6166666746139526,0.0,1.0,0.0,0.0,0.0,0.0,0.39017269015312195,0.05947265774011612,-0.8031250238418579,-0.6541666388511658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666865348816,0.0,1.0,0.0,0.0,0.0,0.0,MOVE_TO_CHAIR,autolabel_video
0.0,1.0,0.0,0.0,0.0,0.0,0.6781577467918396,0.1584700495004654,-0.2562499940395355,-0.02500000037252903,0.0,1.0,0.0,0.0,0.0,0.0,0.5678797364234924,0.23279297351837158,0.5687500238418579,0.38749998807907104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666865348816,0.0,1.0,0.0,0.0,0.0,0.0,MOVE_TO_CHAIR,autolabel_video
0.0,0.0,0.0,0.0,0.0,1.0,0.5734544992446899,0.45531249046325684,0.40937501192092896,0.18333333730697632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,MOVE_TO_CHAIR,autolabel_video
0.0,0.0,0.0,0.0,0.0,1.0,0.9120627641677856,0.0764973983168602,-0.8062499761581421,-0.6041666865348816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,EXPLORE,autolabel_video
0.0,0.0,0.0,0.0,0.0,1.0,0.9347968697547913,0.09213867038488388,-0.3031249940395355,-0.4791666567325592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,EXPLORE,autolabel_video
0.0,0.0,0.0,0.0,0.0,1.0,0.9315251111984253,0.09898437559604645,0.20937499403953552,-0.34166666865348816,0.0,0.0,0.0,0.0,0.0,1.0,0.5853264927864075,0.006552734412252903,0.4437499940395355,-0.9333333373069763,0.0,0.0,0.0,0.0,0.0,1.0,0.4914904832839966,0.034973956644535065,-0.4468750059604645,-0.7166666388511658,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,EXPLORE,autolabel_video
0.0,1.0,0.0,0.0,0.0,0.0,0.7828799486160278,0.1295507848262787,-0.6312500238418579,-0.42916667461395264,0.0,1.0,0.0,0.0,0.0,0.0,0.3347586691379547,0.0888671875,-0.796875,-0.49166667461395264,0.0,0.0,0.0,0.0,0.0,1.0,0.8964949250221252,0.12812499701976776,0.6656249761581421,-0.22083333134651184,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,EXPLORE,autolabel_video
0.0,1.0,0.0,0.0,0.0,0.0,0.7638417482376099,0.14656250178813934,-0.3687500059604645,-0.3499999940395355,0.0,1.0,0.0,0.0,0.0,0.0,0.36678585410118103,0.10196289420127869,-0.26875001192092896,-0.3375000059604645,0.0,1.0,0.0,0.0,0.0,0.0,0.42358848452568054,0.03373046964406967,0.01875000074505806,-0.6208333373069763,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,EXPLORE,autolabel_video
0.0,1.0,0.0,0.0,0.0,0.0,0.6376166343688965,0.09413737058639526,-0.8125,-0.26249998807907104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0,1.0,0.0,0.0,0.0,0.0,MOVE_TO_CHAIR,autolabel_video
