f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,label,source_type
0.0,1.0,0.0,0.0,0.0,0.0,0.7747070789337158,0.5767480731010437,-0.30000001192092896,-0.02916666679084301,0.0,1.0,0.0,0.0,0.0,0.0,0.5004984140396118,0.07770182192325592,0.753125011920929,0.01666666753590107,0.0,1.0,0.0,0.0,0.0,0.0,0.44248488545417786,0.12007812410593033,0.22187499701976776,-0.5583333373069763,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,EXPLORE,autolabel_video
0.0,1.0,0.0,0.0,0.0,0.0,0.8045459985733032,0.1939062476158142,0.31562501192092896,0.5041666626930237,0.0,1.0,0.0,0.0,0.0,0.0,0.7852733731269836,0.1071549504995346,-0.6031249761581421,0.02500000037252903,0.0,1.0,0.0,0.0,0.0,0.0,0.7079662084579468,0.16474609076976776,0.668749988079071,0.18333333730697632,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,MOVE_TO_CHAIR,autolabel_video
0.0,1.0,0.0,0.0,0.0,0.0,0.7144657969474792,0.25935545563697815,0.5718749761581421,-0.3541666567325592,0.0,1.0,0.0,0.0,0.0,0.0,0.673947274684906,0.1464029997587204,0.12187500298023224,0.3791666626930237,0.0,1.0,0.0,0.0,0.0,0.0,0.653835117816925,0.09861328452825546,-0.6625000238418579,0.03750000149011612,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,MOVE_TO_CHAIR,autolabel_video
0.0,1.0,0.0,0.0,0.0,0.0,0.6871040463447571,0.13941405713558197,0.0031250000465661287,0.3791666626930237,0.0,1.0,0.0,0.0,0.0,0.0,0.6926037669181824,0.08203125,-0.7250000238418579,0.0625,0.0,1.0,0.0,0.0,0.0,0.0,0.6112363934516907,0.10664062201976776,0.715624988079071,0.22499999403953552,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,MOVE_TO_CHAIR,autolabel_video
0.0,1.0,0.0,0.0,0.0,0.0,0.6162328720092773,0.7598632574081421,-0.18125000596046448,-0.012500000186264515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0,1.0,0.0,0.0,0.0,0.0,MOVE_TO_CHAIR,autolabel_video
0.0,0.0,0.0,0.0,0.0,1.0,0.5992217063903809,0.15369141101837158,0.02187499962747097,0.5708333253860474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,MOVE_TO_CHAIR,autolabel_video
0.0,0.0,0.0,0.0,0.0,1.0,0.8011289238929749,0.8812500238418579,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,EXPLORE,autolabel_video
0.0,0.0,0.0,0.0,0.0,1.0,0.6407274007797241,0.2942415475845337,-0.596875011920929,0.19166666269302368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,EXPLORE,autolabel_video
0.0,0.0,0.0,0.0,1.0,0.0,0.6308949589729309,0.08306965976953506,0.27812498807907104,-0.42916667461395264,0.0,0.0,0.0,0.0,0.0,1.0,0.685819685459137,0.0860188826918602,0.7124999761581421,-0.23749999701976776,0.0,0.0,0.0,0.0,0.0,1.0,0.6807242631912231,0.02182617224752903,0.71875,0.02500000037252903,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,EXPLORE,autolabel_video
0.0,0.0,0.0,0.0,0.0,1.0,0.599946141242981,0.010957031510770321,-0.140625,-0.1458333283662796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,EXPLORE,autolabel_video
0.0,0.0,0.0,0.0,0.0,1.0,0.6958898305892944,0.012594400905072689,-0.02812499925494194,-0.4166666567325592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,EXPLORE,autolabel_video
0.0,0.0,0.0,0.0,0.0,1.0,0.8023644685745239,0.8626171946525574,0.02812499925494194,-0.10000000149011612,0.0,0.0,0.0,0.0,0.0,1.0,0.3797804117202759,0.2581250071525574,-0.7250000238418579,-0.06666667014360428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666865348816,0.0,0.0,0.0,0.0,0.0,0.0,EXPLORE,autolabel_video
0.0,0.0,0.0,0.0,0.0,1.0,0.8266680836677551,0.87744140625,0.05624999850988388,-0.0625,0.0,0.0,0.0,0.0,0.0,1.0,0.3115214407444,0.009029948152601719,-0.22499999403953552,0.5083333253860474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666865348816,0.0,0.0,0.0,0.0,0.0,0.0,EXPLORE,autolabel_video
0.0,0.0,0.0,0.0,0.0,1.0,0.6866582036018372,0.13790364563465118,0.32499998807907104,0.7291666865348816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,0.0,EXPLORE,autolabel_video
1.0,0.0,0.0,0.0,0.0,0.0,0.6922324299812317,0.16093750298023224,0.16562500596046448,0.5583333373069763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,1.0,0.0,0.0,0.0,0.0,0.0,EXPLORE,autolabel_video
1.0,0.0,0.0,0.0,0.0,0.0,0.5714014768600464,0.1344401091337204,0.16562500596046448,0.6208333373069763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408,1.0,0.0,0.0,0.0,0.0,0.0,EXPLORE,autolabel_video
